"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"06.05.2021","704,14","699,87","704,38","697,99","-","0,64%"
"05.05.2021","699,63","697,46","701,82","696,95","-","0,29%"
"04.05.2021","697,60","703,15","703,33","693,41","-","-0,81%"
"03.05.2021","703,31","701,64","705,42","700,53","-","0,21%"
"30.04.2021","701,83","708,28","708,34","700,87","-","-0,88%"
"29.04.2021","708,07","706,71","710,42","704,66","-","0,33%"
"28.04.2021","705,72","705,37","708,42","705,01","-","0,03%"
"27.04.2021","705,54","706,27","706,27","704,38","-","-0,11%"
"26.04.2021","706,32","704,48","707,04","704,31","-","0,37%"
"23.04.2021","703,72","697,95","705,79","697,67","-","0,77%"
"22.04.2021","698,32","700,42","702,83","696,84","-","-0,23%"
"21.04.2021","699,91","696,06","700,03","693,67","-","0,41%"
"20.04.2021","697,04","702,77","703,10","694,85","-","-0,85%"
"19.04.2021","702,99","704,82","706,31","701,65","-","-0,28%"
"16.04.2021","704,94","702,16","705,49","701,37","-","0,42%"
"15.04.2021","702,02","696,10","702,36","695,62","-","0,89%"
"14.04.2021","695,84","696,51","699,11","695,58","-","-0,02%"
"13.04.2021","695,97","693,68","697,01","693,14","-","0,34%"
"12.04.2021","693,58","694,78","694,85","692,03","-","-0,16%"
"09.04.2021","694,71","692,91","694,77","691,28","-","0,31%"
"08.04.2021","692,56","688,66","692,85","688,16","-","0,48%"
"07.04.2021","689,24","689,13","690,04","687,63","-","0,07%"
"06.04.2021","688,76","687,90","690,22","686,86","-","0,18%"
"05.04.2021","687,54","681,34","688,00","680,95","-","0,96%"
"02.04.2021","681,03","681,10","681,48","680,89","-","0,08%"
"01.04.2021","680,47","673,02","680,72","672,96","-","1,07%"
"31.03.2021","673,29","672,14","675,52","670,83","-","0,17%"
"30.03.2021","672,12","672,92","673,43","669,99","-","-0,11%"
"29.03.2021","672,83","673,27","674,04","669,77","-","-0,08%"
"26.03.2021","673,35","663,85","673,58","663,81","-","1,44%"
